,from_id,text
0,745724545,Как обычно всё...
0,181835147,Друг спрашивает где фулл?
0,859999911,"Когда я видео снимаю, вы машиниста вызываете. А им лайки. Где справедливость? Я может даже и больше показываю."
0,274950425,"Раз они тут , значит получилось 😂👍"
0,618730835,Совсем с ума посходили  с этими интернетами.. Наркоманы. 😂
0,237878943,Так ужасно !
0,34974594,Они и в ютубе знаменитые. Лев против
0,152343737,А пыздива им хошь дали?
0,20940325,"стоп, а видео с их же телефона...то есть автор поста кто-то из этих девчонок 🌚🌚"
0,221447374,Сколько стоит час?
0,136901948,Муд этой ласточки примерно такой:
0,521069659,Человечность.
0,115232525,Как он штаны натянул🤔в облипку😅
0,2281437,🙄
0,620200357,Дайте номерок
0,403186153,Ебунячий нацик
0,350714400,это какой год? 10?
0,463040688,Скала Джонсон уже не тот
0,556841293,Ииииуууу ракета🚀🚀🚀🚀
0,556841293,Какой ахххххуительный мужик
0,801737054,Что ты такое?😳
0,266253930,😂
0,538662245,"Никому не рекомендую посещать такое заведение, как руки вверх бар на тверской улице. Отношение персонала к гостям оставляет желать лучшего. Все начинается при входе в клуб и охраны. Есть хорошие ребята, а некоторые откровенно хамят. В субботу 4 мая музыка была плохая и не в концепции клуба руки вверх. Диджей постоянно включал заказанную музыку какого-то Артура. Она была даже не танцевальная. Мы надеялись, что они будут хотя бы чередовать это с нормальной музыкой, но такого не произошло. Вишенкой на торте стал бармен, который предлагал выпить с нами и оплатить за него (мы девушки). Услышав отказ, был недоволен и оскорбил нас, назвав «нехорошими и вредными». Когда я сказала, что в других клубах мужчины ухаживают и угощают женщин, он ответил, что мы выбрали не то заведение. Не хотелось ругаться и портить настроение, но оставить ситуацию не могу. Мне такое отношение крайне неприятно, поэтому в данный бар я больше не вернусь никогда и никому не посоветую."
0,190699704,Даже ещё старей есть такие майфуны!
0,38313877,"Рисунок на ковре, это же современный антидеприсант, типа  «кубик антистресс»
Сквиш, спинер… оо ковер, лучший антидеприсант, пока мама не видит лежишь и рассматриваешь рисунок, чтоб специально не засыпать)))а потом в отражении лакированного шкафа ещё и телек умудриться посмотреть после 22:00😂😂👍👍"
0,862775496,Прикольно
0,862775496,Прикольно
0,147727317,Парень из подворотни
0,276126160,Помню 80е. 😁 Тоже так подворачивали джинсы.
0,97544792,Колготки
0,60075110,Автор фото полный долбаёб
0,478340031,Хоть бы хромачи свои начистил
0,162242575,"раб стерлигова. кстати, он развелся"
0,276126160,Колоритный мужчина. Ему в кино можно сниматься без грима.
0,316618134,Импозантный какой)
0,327265002,Ъ
0,193869992,Макгрегор?
0,276126160,"Ме нравится что люди у нас такие разные. По разному одеваются и выглядят без них было бы скучно.
И нечего было бы выкладывать в Мода Метро Москвы.😁"
0,819280222,"Очень интересное самовыражение) К стати сейчас это уже не редкость, так же уверен, что и на новых станциях мы увидим что-то подобное. https://t.me/mos_sobyanin/10672"
0,564694526,Это который в зеленой кепке ?
0,380762840,"Когда денег хватило только на хреновый шмот 🤣🤣🤣, а купить норм телефон или наушники , нет"
0,174236951,Чечёточник ...
0,21353232,"Да косплей, скорее всего."
0,36764421,"Пока какая нибудь бабка не попытается его спихнуть, чтоб занять место"
0,210428589,А есть артикул на эти лаковые шузы?
0,334611674,Ля какая))
0,331039417,Дэнни Трехо
0,739101660,Кейт Ричардс (guitar rolling stones)
0,380762840,"Только не говорите, что она тоже аниматор 🤢"
0,259485473,Пойду аглицкий учить....или нахреначиться?
0,97544792,"Непонятно, но очень интересно"
0,3081627,Какая шикарная бабуля
0,478340031,А чё не др@чит😂😂😂
0,276126160,Каки еже замечательные скульптуры на станции Площадь Революции. Всегда когда там бываю любуюсь этим произведениями искусства.
0,158612856,"Группа идиотов. Какое торможение, что он там себе разобьёт? Конченые дебилы."
0,144076840,"А почему все взрослые в куртках, а ребёнк маленький в футболке!? 🤦"
0,145748246,Состав тормознет и маленькая радость упадет лицом в гадость.Родители идиоты
0,271988869,"Чьи то дети меня никак не умиляют 🤦 а то что родители без мозгов у этого бедного ребёнка, это факт"
0,6109028,"У родителей, наверное, запасной есть"
0,182122899,Исследует мир мертвых))
0,98660428,Одно резкое торможение и пиздец маленькой радости настанет
0,224759502,Фу 🤮
0,469813457,Родители убогие🤧🤧🤧
0,812899372,"А нахуа он бегает? Родители идиоты, что отпускают его одного в вагоне гулять?"
0,744426218,Извращенцы
0,210428589,"На колготках вместо ❤️ лучше бы смотрелась буква ""B"" англ."
0,850688567,😄😄
0,356134455,"Оу, в транспорте еще трогают жопы? Думала эти забавы ушли в прошлое... Ан нет. А плащ распахивать будет?"
0,478340031,"Как поняла,и сразу как давай завидовать и течь😂"
0,394284622,Трогательная  получается
0,36764421,В карты на желание проиграл
0,276126160,"А раньше у нас в детстве были маски из папье-маше. Одевали на Новогодний праздник лисички, зайки, медвежата так было весело .😊"
0,53934346,Что за прикол лезть в чужую жизнь и задавать тупые вопросы?
0,86875690,Загугли на Википедии слово косплей
0,146756435,"Если никому не мешают, то почему бы и нет.
У нас школьница в маске кошки гуляла, у меня ребенок маленький вообще не понял сначала, а потом стал за ней с мечом игрушечным бегать, говорит, чудовище 🤣"
0,44524050,Нужно наряжаться как унылое го*но. Будь как все! Не выделяйся!
0,2792040,А что за прикол втихушку фоткать людей и выкладывать в группу? 🤔
0,181906824,Не пристаёт ни к кому и не мешает. Нравится и нравится)
0,48800453,"Ну, детство было безрадостным."
0,158524768,"Каждый развлекается и отдыхает как может.
Наверняка он(а) сам(а) костюм делал(а)"
0,19726005,Он в предвкушении...
0,226667859,"Алкоголь, ахахаха как смешно..."
0,143268401,"Гребаная синька… да неужели ж невозможно человеку без того, чтобы влить.."
0,22489269,"Было время ,статья."
0,197916051,Счастье сомнительное.
0,378993034,Баян 5 летниий
0,438794128,"Отвратительно. Это что за беззалаберное отношение к чюду техники. Я это счастье из рук не выпускал, пока домой не приехал)))"
0,4016713,Норм аппарат..
0,103505383,"Как он бережно его держит, мало ли, вдруг украдут или потеряется ! Мысленно уже рюмочку со слезой ко рту подносит 👌"
0,259485473,Где можно приобрести лицензию на отстрел таких?
0,296306526,Ой! Детей пугать.
0,21353232,"Как отличить квадроба от фурря, когда они просто сидят?"
0,14245118,Кому они помешали?
0,57091089,Педали как у свина
0,38302532,И желательно не на месте
0,89623414,Очередной даун
0,780695364,"Те самые Фури, которых боялись кремлевские блюстители интернета?"
0,14245118,"Ну и пусть играют.Они кому-то мешают? Готы были лучше?Панки? Рокеры? Аниме? Повзрослели,и все.. встали как все(((одинаковые"
0,26406934,"О, люблю обнимать этих товарищей на разных фестивалях. Они такие мягкие ^^"
0,356134455,В отлове же кастрируют. 😵‍💫 Согласие не требуется.
0,316618134,Гусь Обнимусь шикарен) дикие звери тоже любят обнимашки)
0,173651565,Стаканчик пифффка
0,224551400,Ущемлённый автор
0,34422226,Автору посвящается
0,210428589,"Пplyatь, что опять не так?
Вполне себе эстетично выглядит...
Все чисто и ухоженно."
0,359064121,Почему на Красной площади нельзя заниматься сексом?
0,60426947,Иногда и не просят совета))
0,156679278,Даю автору совет держать свои советы при себе. Кто как выглядит никого еб...ть не должно
0,7593716,"Ага, как же вымерли. Punk's not dead 😜"
0,883731,И как его теперь обратно отправить?
0,215450015,Ка-пекс или 12 обезьян пересмотрел походу🤣или 11.22.63
0,247661002,На площади революции наверно)
0,16786143,Попался... На какой станции это было?! Этот чертов портал срочно надо закрывать!
0,372169370,Опять эти исякаи
0,18776174,"Рен- ТВ уже выехали, для сенсационного репортажа..."
0,14018136,"Порталы , похоже, всё-таки существуют"
0,99203442,вот так путешественников во времени и отлавливают
0,57483982,"В следующий раз этот любопытный мальчик будет бить по витрине молотком и от осколков получит травму и кто-то опять скажет, что витрины должны быть из бронированного стекла. А если этот мальчик захочет прыгнуть с балкона, то кто-то опять скажет, что родители дураки, не закрыв дверь на балкон. И так до бесконечности...."
0,374368147,"Конечно, аппарат должен быть закреплён, но мне показалось, что мальчик сам его дергал во все стороны. Могу ошибаться..."
0,4296678,"Женщина могла обратиться в отдел полиции на данной станции метро написав заявление о находке телефона. И в том же заявлении указать что оставляет его себе на ответственное хранение до обнаружения владельца телефона.
Если в установленный законом срок хозяин вещи не найден органами мвд или сам хозяин вещи не дал о себе знать, найденная вещь переходит в пользование её нашедшему"
0,322615484,Остановите суды.... Остановите беспредел.. Будем теперь Путину звонить. Так как бездействие уже достало. Три года ничего не делается.
0,322615484,Г. Москва Аминьевское шоссе д. 7 д. 9 примите меоы. Почему люди должны страдать. Во все государственные двери стучимся....
0,760096489,"Против идейного вдохновителя туда пойти, потом всякий объект не в воздухе весит, а на территории стоит, которая кем-то контролируется, это же чей-то административной округ?"
0,842385433,"Нужно было закрыть все люки ? А за чей счёт будут покупаться материалы, доски ? Прокуратура даст ? Заброшки не имеют финансирования. Причём тут охранник или директор"
0,842385433,"Против кого вы возбудили дело, если это заброшка ? За заброшку никто не отвечает. Потом вы написали, что она сама упала. Вы представляете себе заброшку ? Там везде можно упасть.

Если кто-то упадёт? Против кого вы возбудите дело ?

Это несчастный случай, зачем дело возбуждать, если они сами туда полезли. Объясните свои доводы"
0,705561518,в истории Мары Багдасарян какая точка стоит?
0,145594653,"А мне нравится, что прокуроры держат себя в форме. Приятно посмотреть. «Mens sana in corpore sano» (лат.) - «В здоровом теле здоро́вый дух», - Децим Юний Ювенал. Хорошо помогает в работе. Хороший и достойный пример другим🇷🇺💖"
0,7968354,"Точно прокуратура существует чтобы у них оставались ""приятные впечатления"" 
Интересно, если прокуроров заменить футболистами результат останется тот же или лучше станет"
0,4937996,"Хостел в многоквартирнике,верно?"
0,10329391,Гость столицы задержан ?
0,826883296,13 мая?
0,753091113,"Слава Богу у пенсионеров МВД, нет денег. Жилья, тоже."
0,7968354,"В симоновской прокураткре чудесные прокуроры которые до суда обговаривают решения с судьями, а на суде кладут на все законы чтобы было как договорились"
0,161431914,"Вы будете хоть информацию обновлять? Где Костенецкий, например. 
Что Самойлова Е.В. вместо Иванова Р.В. тут делает и т.д. 
Ну и страусиная политика ваша тоже впечатляет. 
 
https://epp.genproc.gov.ru/web/proc_77/rabota-s-obrashenijami/graphik-lichnogo-priema"
0,1482284,"На Сельскохозяйственной 26 по по участку улицы, исключенному из грузового каркаса, по жилой зоне вдоль школы и ДК сплошной поток строительной большегрузной техники в нарушение плана организации строительства курсирует 24/7 к стройке ЖК Союз. Предпосылок подобных ситуаций уйма, уже были наезды на жителей. 
До летального случая вы к сожалению не заинтересованы включаться."
0,2869114,Откуда такие деньги в сейфе?
0,824098602,"Молодцы, правильно сделали. Учатся у коррумпированных генералов и чиновников. Так как вся Россия такая."
0,164044709,"А у нас и по 299 пп УК получает дотацию и с собственников незаконно собирают доп платежи, а прокуратура ……"
0,3283118,"Очередной малолетний имбецил 🙈 ладно на свою жизнь наплевать, так еще других за собой забрал"
0,161431914,"Ну надо же... А когда сотрудник межрайонной прокуратуры заверяет проверку полиции, в которой один УУП реквизиты КУСП переписывает с потерпевшего на обвиняемого, а второй указывает невозможный документ, такой, как «разрешение на захоронение без кремации», по которой сразу проведена кремация — то это вам не 7млн на 43 поделить. Такой подход прокуратуру МСК устраивает. 
Шалимова Р.Г. (16 упр.) так - лично. 
Суворова М.П (15 упр.) — лично. 
Ну не нашли не ст.159.4 УК РФ. Ни тем более ст.105 (ж.з) УК РФ. 
 Какое-такое ОПГ? 
Трёха-ж в МСК — пустяки!"
0,730664771,В Омск когда?
0,439870456,😂
0,385190854,Он не много смахивает мидл версию Eminem
0,351345916,Лиды нет поэтому не эщкере
0,861934577,кого закрасили?
0,714003985,"в красноярске артистов поменяйте, или добавьте хотя бы. обидно что в других городах куча известных артистов, а у нас их мало и нн. я иду на вк фест только ради этого! надеюсь, в крск добавляться будут"
0,647604051,Почему the limba не питер(
0,732724986,Ура lovv66
0,578944003,Легенды знают ее со времен когда она была Лиза из ип Пирогова
0,578944003,Легенды знают ее со времен когда она была Лиза из ип пирогова
0,600423894,гоол
0,640077433,У всех есть карта Альфа-Банка?)
0,600423894,ура
0,774025575,когда будет аккредитация блогеров?!
0,815381247,Пойду в Июле Москва🤟🏾
0,-101837644,Идем со мной
0,712329499,Как минимум одна причина не идти на фест: дороговатенько. Барышей - нема.....
0,19195027,Они без лица.
0,250060186,Чтобы встретить близняшек и замутить с ними🤔
0,229355960,В Сочи будут?
0,710816144,придем
0,758689463,"кто может мне помочь ?Я не разбираюсь в криптовалюте,но мне туда скинули оплату за работу и я не знаю как вывести ети деньги
Я просто не знаю как ето делать.У меня есть ета Сид фраза которую нужно было сохранить.если кто то поможет,может себе оставить 5 долларов"
0,56736175,"""Доктор Кто"" ✨✨✨"
0,763795650,"""Доктор Кто"" Обожаю ❤❤❤"
0,85727464,Когда начнется продажа билетов ?
0,250060186,Где Кратос🤔
0,48913299,Где и когда ?
0,439498266,Где пудж
0,153489207,"Жаль, что в этом году звезд не будет"
0,564297608,На вк Фесте можно получить кучу эмоций и радости
0,584606157,Кто это такие ваще
0,88120017,"Наша любовь, словно ясное небо,
В трудные дни щедро дарит тепло.
Рядом с тобой - ощущается нега,
С мыслей бежит мигом всякое зло.

Наша любовь так похожа на лето,
Лютой зимой миру дарит цвета.
И для меня станет тусклой планета,
Если твои не увижу глаза..."
0,235562238,"[club86529522|VK Fest] не врут, действительно можно, вот тоже вам видос как док-во 😏"
0,152096103,А че в этом году будет вк фест ?? В Сириусе ??
0,600235788,"Культ поклонения, толпа напоминает фанатичных бабушек, которые надеятся хотя бы кончиком пальцев коснуться верхней одежды ""святого"" и тогда они исцелятся от бедности 😂"
0,250060186,"[club86529522|VK Fest], можно на фан встречи вк"
0,-101837644,В том году были в москоу?
0,734649115,Давайте его в Красноярск 😭😭😭🙏🙏🙏
0,5159779,Кто это?
0,678279704,Так пишу!
0,678279704,"С кем поговорить по поводу размещения? https://vkfest.ru/anketa/ Очень хотим попасть со своей интеграцией на фестиваль в Красноярске, не отвечаете... Ответьте, пожалуйста!"
0,155161923,Круто конфузит ... продолжай в том же духе )
0,532469317,Глебушка это кому такие красивые стихи ты посвятил????
0,88120017,"Твоя любовь - она как солнце, и в пелене дождливых дней:
Душа усталая проснётся, и станет чуточку теплей.
Твои глаза - они как море: в них не отыщешь глубины,
С тобою мне - незримо горе, и лишь цветные снятся сны 

Твои мечты - они прекрасны: готов их с рвеньем разделить!
И без панической боязни - порву проблем тугую нить.
Уверен, вместе - не напрасно связала узами судьба,
Я знаю, чувства - не угаснут, как ароматная свеча."
0,856437663,милана некрасова будет в москве на вк?
0,439498266,Если не будет споти за ноутбуков я не приду
0,250060186,[club86529522|VK Fest]  сфоткано около павильона Вк
0,801658884,"Если оформил возрат билетов,можно ли это отменить?"
0,600423894,жду
0,206093894,Почему только Мск и Питер? 😒 давайте её в Сочи пригласим
0,305429506,На родине не хочет выступить?
0,229355960,Вот бы его в Сочи
0,511180868,"да да, действительно привлекательное сценическое имя. впрочем, какая то жалкая пародия на неповторимый оригинал"
0,99078261,т9
0,99078261,"Оля Голова,Лавата не нужна,ушла и так.ю.."
0,771053557,"когда уже лайн-ап блогеров, уже середина мая"
0,16600024,Пусть начнёт с другого мира.
0,88120017,"Что такое счастье? - друг, ты мне скажи! 
Многие желания, будто миражи: 
Ничего не значат, не несут благА, 
И ведут порою просто в никуда. 
 
Кто-то жаждет власти - чей-то царский трон, 
А другой - казною цельно увлечён. 
Стали забывать мы главные слова: 
Что залог успеха - крепкая семья."
0,368652186,А какого числа начало начальное первое?
0,810521582,"Артисты, стендаперы лекции читают face palm 🤦‍♂"
0,250060186,Ждём начала праздника в Москве
0,233383919,пригласили бы в крск
0,600423894,жду\
0,249450114,Так вот как люди умудряются оставить отпечатки пальцев на двери 🤔
0,34298077,"бежит так, будто его ещё не пугали"
0,60193191,А Нинтендо с ними будет выступать?
0,298229857,не вижу никакой сложности..хд
0,82499765,Лучше бы позвали того кто поет в рекламе песню по весеннему арбату ты идёшь))
0,600423894,топово
0,50877325,каких-то артистов заблюрили
0,851698418,Понятно
0,115079699,Что за 4блюдский лайнап в мск... Почему все это превратилось в школьниконаправленный андеграунд с рэперами одними...
0,250060186,Прекрасное распределение по сценам артистов🎤🎵🔥
0,54443603,Ураааааа
0,848951160,ну такое....
0,576341976,ураааааа!!!
0,106854246,"Можно вопрос,вы кто все такие?😂"
0,235562238,УУУУУУУУУУУРАААААААААААААААА
0,552816181,Ааааа
0,793710503,Там вся Москва строиться одни краны стоят
0,845283914,Тупой и ещё тупее.
0,826041242,Низкий поклон!!!Живи дитя наше!!!!!
0,189407130,Наши врачи могут !! Хирурги от Бога
0,81514946,"Балет и метро , какой то диссонанс"
0,753656693,"Бля какая чушь ! Лучше пенсионерам еду раздайте , дегенераты !"
0,697634688,Гениально👍
0,144801001,Красота👍👏
0,862342714,Опору? Моста? Чего курим?
0,29324744,А кто управлял манипулятором? За мост придется дорого заплатить.
0,10552344,Онопко жигули подарили ? 😆😆😆
0,777796404,Повезло мужику!
0,10475634,А автомобиль где? Вижу только какой-то металлолом с технологиями 70-80х годов.
0,198988744,"Ну здорово что человек выиграл не совсем конечно автомобиль , но лучше чем ничего )"
0,118492272,"ага да, прям случайно в самом конце нужный ключ 👍"
0,17421450,Почему на стадионе стоит веста а розыгрыш на гранту?))
0,171890588,🤮
0,266133,Если ЦСКА уступит Зениту в кубке то еще один шанс будет?
0,151783287,👍
0,628021188,Муха на поле выйдет?
0,714529698,Фан уйди надо? Когда билеты появятся?
0,2728190,А почему Динамо и ЦСКА не играют между собой?
0,150414225,А чё Беларусь не зовут на такие турниры? Офигели?)
0,728397016,Партизан 💪
0,432643298,"Саша не дотягивает даже до уровня Алдонина и Рахимича, а уж до Понтуса, как до Луны. Но если сравнивать с Мендесом, то да- лучше"
0,435854900,Три матча за сезон
0,161880919,Обоим пора на выход
0,19178262,Зделар лучший
0,31590931,"Насколько я помню, то началось всё с того, что Акинфеев назвал его Славой в одном из влогов из Кампоамора ещё)"
0,211447571,Владик и Моза👍🔴🔵
0,821671019,"я потерял значение имени Слава, после прочтения коментариев"
0,230495795,"Сколько матчей второй половины тура смотрю , Мойзес прибавил просто космически , сейчас в РПЛ по моему мнению , самый топовый защитник."
0,169820007,"Хорош Влад, сыграл топово🔴🔵"
0,372040808,Владислав же нельзя называть Славой
0,137990211,Почему Слава?? Он Влад вообще-то!!!
0,292998058,Так держать Владик!
0,971308,Почему Слава если он Владислав?
0,564785013,"Игорю хорошая замена🫶 так не привычно осознавать, что у ЦСКА теперь два классных вратаря"
0,290010316,"Игорь ЛЕГЕНДА,дай дорогу Ваду,он хорош,старается,выкладывает себя на матче,видно"
0,701662302,На кубок ставить  красава
0,199147115,Надеюсь в сезоне 2024/2025 вернут нас в еврокубки
0,567704167,С днём рождения счастье здоровья успехов любви и верности королю
0,211447571,🔴🔵
0,86012131,У меня тоже сегодня день рождения
0,478813231,"Единственное подписание, за которое не стыдно за последние несколько лет. С днем рождения, продуктивной работы и всех благ!"
0,-202842702,"С Днём Рождения, Гений медийного цеха🎂 🔴🔵"
0,169820007,"С Днём рождения!!!
Желаю всего самого наилучшего!!!
Побольше побед с нашим великим клубом🔴🔵"
0,675325763,цвбп
0,56098607,Т.е. я не смогу пройти на сектор с другой станции метро?
0,70436160,"Болею за Наших в 226 секторе👍😁
Запомни, ты теперь фанат ЦСКА, а вокруг зенитовцы😄"
0,211447571,🔴🔵
0,118740665,"Даже нет смысла смотреть, без шансов"
0,104861679,Бомжатня провинциальная в действии..
0,6501027,Бомжи ссунявые.
0,57428289,"За чемп было не так волнительно, как сейчас за кубок"
0,205330,Удачи завтра. Красный синий самый сильный ❤💙
0,139776161,"Удачи, парни! Вы наше всё!!!!❤💙"
0,564305018,Давайте пацаны все силы на кубок это все что остаётся у нас ❤💙
0,649810536,ЦСКА чемпион ❤️💙
0,649810536,ЦВБП ❤️💙
0,316033799,А зачем улетали?🤣
0,579388970,"Счастливого полёта и мягкой посадки! 🍀
Ждем завтра только Победу! ❤️💙💪"
0,345326201,"ЦВБП ❤️💙 
Мы ЦСКА, мы победим 💪🏻"
0,21395727,Кубок должен быть армейским ❤💙
0,215886261,"Пацаны, надеюсь на победу, но если и проиграете то хоть достойно это сделайте. ЦВБП...."
0,324052815,♥️💙
0,785108709,ЦСКА нужна победа кубок поднять над головой крикнуть ЦСКА в душе самной из кубка выпить шампанского холодного
0,252586395,Федя пьяный что ли?
0,206961703,Надеюсь хотя бы достойно проиграете
0,641755626,ЦСКА ЛУЧШИЕ❤💙
0,721592730,В сердце клуб всегда один: ЦСКА непобедим!!!!!!!
0,22885113,Ещё завтра пожалуйста бомжиков хлопнуть нужно и будет замечательно 🤟
0,821039540,МЫ ЦСКА МЫ ПОБЕДИМ!!! 💪💪💪
0,797413809,В каком месте он месте он преданный болельщик??
0,46191584,Толк то хоть будет для клуба?
0,35407669,Пусть этот преданный болельщик не убивает клуб
0,288460969,"Честно говоря, при этом человеке ЦСКА, как топ клуб, сдал. Понятно, что вина не только на нем, но все же..., а его уже на такую высокую должность ставят."
0,266382738,"А,толк для клуба? Мне лично всё равно."
0,32194700,А Заболотный куда?
0,572140751,Этот преданный болелельщик лучше б спонсоров хороших нашёл бы!
0,-202842702,"Теперь ждём финансы на трансферы и гегемонию ЦСКА в РПЛ)

А так поздравляем 😀😊"
0,98019878,"Боже, только бы Федотов с составом и заменами опять не начудил, ведь ясно же что Мусаев должен быть в старте вместо Зе, очень надеюсь на яркую игру, пусть валлидольную по концовке, но яркую черт побери, тики така команды уже как-то порядком надоела, но на это думаю есть руководство и оценка с его стороны тренерских действий Федотова, реально те кто должен быть у руля клуба мимо, ставят непойми кого, отсюда и результат какой год подряд.
Но делать такие замены и не выпускать молодёжь которая была на определённый момент на пике формы просто 🤬
Ждём вечера и борьбы, именно борьбы с ""бомжами""💪"
0,583828526,А че не в 12 ночи играть 🤦
0,598578571,Кубок должен быть армейским!
0,505866305,Вперед за победой! Мы ЦСКА Москва!❤️💙💪⚽️
0,590653365,Только ЦСКА ❤️💙только победа 🥳👌
0,-202842702,"Удачи вам парни 🙏🏻🍀
Постарайтесь во Славу ЦСКА 🔴🔵🐴

КУБОК ДОЛЖЕН БЫТЬ АРМЕЙСКИМ 🏆"
0,832937847,Рвем бомжей!
0,314559622,Можно 5:0 их обыграть?)
0,753437747,💪💪💪 ЦВБП
0,714529698,Кубок должен быть армейским! 🔴🔵
0,127110630,А фото есть с просмотра матча на арене?
0,107312825,"Кстати,если кому интересно,результаты забега есть в интернете"
0,428712588,Победы ребята!!!!! Мы победим!!!! 👍👍👍👍Вы лучшие!!!!  🏆🏆🏆
0,18475924,Хочу чтобы выпустили Ассауии
0,164000670,"Расклад мой такой на матч:
Тороп
Гайич
Дивеев 
Роша 
Мойзес 
Агапов
Зделар 
Обляков
Файзуллаев
Чалов
Мусаев"
0,282976402,Акинфея на лавку
0,264657006,Капец сколько рекламы
0,670785164,"«Позови меня с собой. 
Я приду сквозь злые ночи. 
Я отправлюсь за тобой, 
Что бы путь мне ни пророчил. 
Я приду туда, где ты 
За трофеи будешь биться. 
Где о золоте мечты 
Обретают красно-синие черты»"
0,826103413,"Хочу пожелать ребятам, только победы"
0,670785164,Кубок 🏆 должен быть наш
0,670785164,Я думаю что будет Игорь Акинфеев
0,124740147,"Вагнер, Думбия, Муса, Тошич, Игнашевич.. а, точно, забыл...😢"
0,814297944,Побеждать ребята
0,166919871,🙏🙏🙏✊
0,579388970,Ждем только Победу!❤💙💪
0,262739255,"Мы в вас верим, вперёд ♥️💙"
0,504123866,"Вперёд парни.
Только победа! ❤️💙"
0,302388354,Быстрее мины закладывайте!
0,424096234,"Впервые иду на матч своего любимого клуба. Удачи, парни! Кубок должен быть армейским!
Хотелось бы ещё добавить. Еду в метро. Ясно дело, что на матч идут много фанатов Зенита. Увидев своих, родных армейцев с красно-синими шарфами и в футболках ЦСКА, я аж заулыбался😁 Встретимся на стадионе, друзья!)"
0,718129896,Админы где состав ё-моё
0,258228737,Удачи и победы ! ✊
0,394469355,"Верим в команду, кубок должен быть наш!!!🏆"
0,46191584,"ЦСКА выиграет 3:1.
Ну ладно, пусть 2:1."
0,743089665,ПОБЕДА ЗА НАМИ ЦСКА!!!🤟
0,16113217,Пускай сегодя сине-бело-голубые слёзы будут с красно-синим отливом !!!
0,16113217,Я болею за СПАРТАК. НО сегодня я за ЦСКА всей душой!!!
0,29191671,Состав
0,16113217,"Как считаете ? Если сопоставть накал на поле с температурой в парилке, сколько градусов будет сегодня ?"
0,120004945,Где составы?
0,531818077,Верим в команду 🥁🥁🥁
0,198565287,"Все друзья это кранты , мы проиграли"
0,357073050,Это уже смешно Игорь опять сидит
0,685604131,Победа должна быть армейской
0,564305018,Побеждать !❤💙
0,685604131,🟥🟦🟥🟦
0,1519122,Победный состав не меняют)) побеждать!
0,182793395,Влад заслужил!
0,498884146,"Ну, судя по всему Игорь последний сезон с нами..
Всё к этому и идёт.."
0,748737909,Игорь на банке ???
0,2728190,Да когда этот Мухин восстановится?
0,564305018,Все?? А рядно где
0,225896915,Спасибо большое. В шоке до сих пор. Удачи любимому клубу ЦВБП
0,54885380,Прикольная тема)
0,51367966,👍
0,14778679,"Прикольно! Были на Зените, завтра идём на Рубин)"
0,22181000,"Хорошо, если ЦСКА кому то приносит радость!"
0,281451474,"Послал бы , куда подальше. Например в чемпионат Киргизии"
0,93072404,А я не беру с незнакомых номеров😆
0,-30738633,"Ставьте лайки этому выпуску, и кому-то из вас мы обязательно позвоним в следующий раз 😉"
0,561688681,Побольше такого контента) очень интересно смотреть
0,161880919,"Давайте без юмора докатим конец сезона нормально 
А то весь сезон уже смеемся с результатов ваших"
0,921585,И стоило ломать легендарный МССЗ?
0,-43931354,"Ну какая Москва будет строить? Кто собственник верфи? Эмпериум наверняка? А суда чьи будут? Опять его? А Москве будет просто поднимать частный бизнес обнулив налоги.?.. это точно самые выгодные условия. А так-то тут напрашивался рекреационный кластер, а верфь стоило бы делать в Южном порту. Но его уже продали под жилую застройку..."
0,9673870,"Добрый день. Прошу отреагировать на неоднократные просьбы убрать электровелосипеды от нашего подьезда, с клумб, от лавки.. Или подсказать куда обращаться? В полицию?"
0,254799725,И при чём здесь Московский транспорт?
0,227296090,"А разве после начала СВО нельзя было этого ожидать?
Или можно было ожидать чего-то иного?

Глубоко сочувствую пострадавшим."
0,20354192,"Уважаемый Дептранс, а расскажите мне про новый способ укладки асфальта в Борисовском проезде: из центра проезжей части к краям? Для чего это делается? Создать максимум неудобства для жителей и автомобилистов?"
0,711122037,"Дептранс Москвы, отследите разлиновку разметок на трамвайных остановках, для визуального ориентирования водителей и обеспечения безопасности сторон."
0,848366806,Причём тут Белгород к Москве и департамент транспорта к медицинскому персоналу?
